"filename", "language", "JavaScript", "JSON with Comments", "TypeScript", "XML", "Markdown", "JSON", "TypeScript JSX", "YAML", "CSS", "comment", "blank", "total"
"c:\aspirants-nextjs-auth\app\issues\IssuesPageContent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 542, 0, 0, 0, 26, 568
"c:\aspirants-nextjs-auth\app\issues\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 4, 6, 112
"c:\aspirants-nextjs-auth\app\issues\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 321, 0, 0, 0, 16, 337
"c:\aspirants-nextjs-auth\app\leaderboard\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 4, 6, 112
"c:\aspirants-nextjs-auth\app\leaderboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 284, 0, 0, 3, 11, 298
"c:\aspirants-nextjs-auth\app\mock-exam\MathRenderer3.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 37, 0, 0, 3, 6, 46
"c:\aspirants-nextjs-auth\app\mock-exam\client-mock-exam.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 17
"c:\aspirants-nextjs-auth\app\mock-exam\html2pdf.d.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\aspirants-nextjs-auth\app\mock-exam\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 111, 0, 0, 2, 5, 118
"c:\aspirants-nextjs-auth\app\mock-exam\mock-exam.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1323, 0, 0, 1, 75, 1399
"c:\aspirants-nextjs-auth\app\mock-exam\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 9
"c:\aspirants-nextjs-auth\app\opengraph-image.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 4, 61
"c:\aspirants-nextjs-auth\app\privacy-policy\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 4, 6, 112
"c:\aspirants-nextjs-auth\app\privacy-policy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 13, 130
"c:\aspirants-nextjs-auth\app\settingsdemo\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 4, 6, 112
"c:\aspirants-nextjs-auth\app\settingsdemo\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 4, 100
"c:\aspirants-nextjs-auth\app\sitemap.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\aspirants-nextjs-auth\app\study-planner\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 4, 6, 112
"c:\aspirants-nextjs-auth\app\study-planner\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 331, 0, 0, 0, 17, 348
"c:\aspirants-nextjs-auth\app\survey\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 4, 6, 112
"c:\aspirants-nextjs-auth\app\survey\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 14, 108
"c:\aspirants-nextjs-auth\app\terms-&-conditions\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 4, 6, 112
"c:\aspirants-nextjs-auth\app\terms-&-conditions\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 12, 123
"c:\aspirants-nextjs-auth\app\utils\auth.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 5, 6, 29
"c:\aspirants-nextjs-auth\app\volunteer\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 4, 6, 112
"c:\aspirants-nextjs-auth\app\volunteer\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 112, 0, 0, 2, 5, 119
"c:\aspirants-nextjs-auth\components\QuestionBankActions.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 6, 140
"c:\aspirants-nextjs-auth\components\QuestionBankSave.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 6, 70
"c:\aspirants-nextjs-auth\components\QuestionBankSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 6, 86
"c:\aspirants-nextjs-auth\components\aceternity-ui\SectionHeading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 2, 27
"c:\aspirants-nextjs-auth\components\aceternity-ui\canvas-reveal-effect.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 287, 0, 0, 5, 17, 309
"c:\aspirants-nextjs-auth\components\aceternity-ui\card-spotlight.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 5, 75
"c:\aspirants-nextjs-auth\components\aceternity-ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 5, 75
"c:\aspirants-nextjs-auth\components\aceternity-ui\container-2.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 17
"c:\aspirants-nextjs-auth\components\aceternity-ui\container.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 2, 15
"c:\aspirants-nextjs-auth\components\aceternity-ui\feature-icon-container.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 2, 37
"c:\aspirants-nextjs-auth\components\aceternity-ui\features.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 3, 89
"c:\aspirants-nextjs-auth\components\aceternity-ui\fifth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 3, 93
"c:\aspirants-nextjs-auth\components\aceternity-ui\first.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 4, 160
"c:\aspirants-nextjs-auth\components\aceternity-ui\fourth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 5, 144
"c:\aspirants-nextjs-auth\components\aceternity-ui\gradient-container.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 4, 73
"c:\aspirants-nextjs-auth\components\aceternity-ui\heading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 2, 41
"c:\aspirants-nextjs-auth\components\aceternity-ui\icon-container.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 2, 17
"c:\aspirants-nextjs-auth\components\aceternity-ui\illustrations.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 402, 0, 0, 0, 15, 417
"c:\aspirants-nextjs-auth\components\aceternity-ui\second.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 316, 0, 0, 0, 6, 322
"c:\aspirants-nextjs-auth\components\aceternity-ui\sparkles.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 429, 0, 0, 0, 5, 434
"c:\aspirants-nextjs-auth\components\aceternity-ui\subheading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 2, 30
"c:\aspirants-nextjs-auth\components\aceternity-ui\third.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 120, 0, 0, 1, 6, 127
"c:\aspirants-nextjs-auth\components\administrator-ui\Stat.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 2, 18
"c:\aspirants-nextjs-auth\components\administrator-ui\alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 9, 99
"c:\aspirants-nextjs-auth\components\administrator-ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 78, 0, 0, 2, 5, 85
"c:\aspirants-nextjs-auth\components\administrator-ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 6, 83
"c:\aspirants-nextjs-auth\components\administrator-ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 174, 0, 0, 25, 6, 205
"c:\aspirants-nextjs-auth\components\administrator-ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 132, 0, 0, 19, 7, 158
"c:\aspirants-nextjs-auth\components\administrator-ui\description-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 4, 38
"c:\aspirants-nextjs-auth\components\administrator-ui\divider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 2, 21
"c:\aspirants-nextjs-auth\components\administrator-ui\dropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 161, 0, 0, 18, 14, 193
"c:\aspirants-nextjs-auth\components\administrator-ui\fieldset.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 8, 95
"c:\aspirants-nextjs-auth\components\administrator-ui\heading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 6, 28
"c:\aspirants-nextjs-auth\components\administrator-ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 0, 15, 4, 95
"c:\aspirants-nextjs-auth\components\administrator-ui\link.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 2, 15
"c:\aspirants-nextjs-auth\components\administrator-ui\listbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 141, 0, 0, 29, 8, 178
"c:\aspirants-nextjs-auth\components\administrator-ui\navbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 80, 0, 0, 7, 10, 97
"c:\aspirants-nextjs-auth\components\administrator-ui\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 7, 102
"c:\aspirants-nextjs-auth\components\administrator-ui\radio.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 113, 0, 0, 19, 7, 139
"c:\aspirants-nextjs-auth\components\administrator-ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 14, 2, 69
"c:\aspirants-nextjs-auth\components\administrator-ui\sidebar-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 69, 0, 0, 4, 10, 83
"c:\aspirants-nextjs-auth\components\administrator-ui\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 8, 14, 139
"c:\aspirants-nextjs-auth\components\administrator-ui\stacked-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 68, 0, 0, 3, 9, 80
"c:\aspirants-nextjs-auth\components\administrator-ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 168, 0, 0, 22, 6, 196
"c:\aspirants-nextjs-auth\components\administrator-ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 13, 125
"c:\aspirants-nextjs-auth\components\administrator-ui\text.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 5, 41
"c:\aspirants-nextjs-auth\components\administrator-ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 0, 13, 2, 55
"c:\aspirants-nextjs-auth\components\code-viewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 1, 89
"c:\aspirants-nextjs-auth\components\data\presets.ts", "TypeScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 1, 47
"c:\aspirants-nextjs-auth\components\data\resume.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 686, 0, 0, 0, 7, 693
"c:\aspirants-nextjs-auth\components\home\DashboardContent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 696, 0, 0, 0, 4, 700
"c:\aspirants-nextjs-auth\components\home\MainContent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 128, 0, 0, 1, 12, 141
"c:\aspirants-nextjs-auth\components\home\TabsComponent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 5, 79
"c:\aspirants-nextjs-auth\components\home\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 5, 63
"c:\aspirants-nextjs-auth\components\home\component-grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 3, 58
"c:\aspirants-nextjs-auth\components\home\demo-modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 5, 59
"c:\aspirants-nextjs-auth\components\home\features-grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 349, 0, 0, 0, 6, 355
"c:\aspirants-nextjs-auth\components\home\grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 349, 0, 0, 0, 6, 355
"c:\aspirants-nextjs-auth\components\home\web-vitals.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 3, 40
"c:\aspirants-nextjs-auth\components\layout\Bar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 0, 1, 7, 98
"c:\aspirants-nextjs-auth\components\layout\Cookie-Settings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 101, 0, 0, 2, 5, 108
"c:\aspirants-nextjs-auth\components\layout\ExamDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 8, 63
"c:\aspirants-nextjs-auth\components\layout\GuestAccessBlock.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 5, 60
"c:\aspirants-nextjs-auth\components\layout\LoadingContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 7, 41
"c:\aspirants-nextjs-auth\components\layout\MathRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 3, 6, 33
"c:\aspirants-nextjs-auth\components\layout\MathRenderer2.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 8, 27
"c:\aspirants-nextjs-auth\components\layout\MorePopover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 160, 0, 0, 5, 7, 172
"c:\aspirants-nextjs-auth\components\layout\NavigationMenuDemo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 1, 7, 103
"c:\aspirants-nextjs-auth\components\layout\NewFeatureModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 71, 0, 0, 1, 7, 79
"c:\aspirants-nextjs-auth\components\layout\Report-An-Issue.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 2, 85
"c:\aspirants-nextjs-auth\components\layout\Tiptap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 375, 0, 0, 0, 17, 392
"c:\aspirants-nextjs-auth\components\layout\UserPerformanceContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 9, 69
"c:\aspirants-nextjs-auth\components\layout\cookie-popup.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 154, 0, 0, 10, 14, 178
"c:\aspirants-nextjs-auth\components\layout\footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 3, 126
"c:\aspirants-nextjs-auth\components\layout\icons.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 221, 0, 0, 0, 3, 224
"c:\aspirants-nextjs-auth\components\layout\modal-2.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 1, 5, 66
"c:\aspirants-nextjs-auth\components\layout\nav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 3, 16
"c:\aspirants-nextjs-auth\components\layout\side-bar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 9, 135
"c:\aspirants-nextjs-auth\components\layout\sign-in.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 7, 105
"c:\aspirants-nextjs-auth\components\layout\sign-up.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 5, 6, 59
"c:\aspirants-nextjs-auth\components\layout\signed-in-navbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 312, 0, 0, 0, 13, 325
"c:\aspirants-nextjs-auth\components\layout\signed-out-navbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 283, 0, 0, 0, 18, 301
"c:\aspirants-nextjs-auth\components\layout\theme-context.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 38
"c:\aspirants-nextjs-auth\components\layout\user-dropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 5, 66
"c:\aspirants-nextjs-auth\components\magicui\AnimatedFeatureCard1.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 6, 156
"c:\aspirants-nextjs-auth\components\magicui\AnimatedFeatureCard2.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 6, 106
"c:\aspirants-nextjs-auth\components\magicui\AnimatedFeatureCard3.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 5, 106
"c:\aspirants-nextjs-auth\components\magicui\AnimatedFeatureCard4.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 6, 168
"c:\aspirants-nextjs-auth\components\magicui\AnimatedFeatureCard6.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 4, 121
"c:\aspirants-nextjs-auth\components\magicui\AnimatedFeatureCard8.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 5, 152
"c:\aspirants-nextjs-auth\components\magicui\AnimatedFeatureCard9.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 143, 0, 0, 3, 16, 162
"c:\aspirants-nextjs-auth\components\magicui\InfiniteMovingCardsDemo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 4, 49
"c:\aspirants-nextjs-auth\components\magicui\animated-circular-progress-bar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 5, 122
"c:\aspirants-nextjs-auth\components\magicui\animated-gradient-text.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"c:\aspirants-nextjs-auth\components\magicui\animated-list-demo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 94, 0, 0, 3, 8, 105
"c:\aspirants-nextjs-auth\components\magicui\animated-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 11, 60
"c:\aspirants-nextjs-auth\components\magicui\animated-subscribe-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 5, 67
"c:\aspirants-nextjs-auth\components\magicui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 7, 51
"c:\aspirants-nextjs-auth\components\magicui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 6, 37
"c:\aspirants-nextjs-auth\components\magicui\blur-fade-text.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 6, 86
"c:\aspirants-nextjs-auth\components\magicui\blur-fade.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 5, 58
"c:\aspirants-nextjs-auth\components\magicui\border-beam.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 2, 5, 50
"c:\aspirants-nextjs-auth\components\magicui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 7, 60
"c:\aspirants-nextjs-auth\components\magicui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 9, 87
"c:\aspirants-nextjs-auth\components\magicui\dock.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 17, 120
"c:\aspirants-nextjs-auth\components\magicui\file-tree.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 356, 0, 0, 0, 36, 392
"c:\aspirants-nextjs-auth\components\magicui\flickering-grid-demo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 2, 19
"c:\aspirants-nextjs-auth\components\magicui\flickering-grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 25, 185
"c:\aspirants-nextjs-auth\components\magicui\gradual-spacing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 5, 45
"c:\aspirants-nextjs-auth\components\magicui\meteors.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 2, 7, 45
"c:\aspirants-nextjs-auth\components\magicui\orbiting-circles.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 4, 59
"c:\aspirants-nextjs-auth\components\magicui\orbiting.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 170, 0, 0, 2, 5, 177
"c:\aspirants-nextjs-auth\components\magicui\project-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 3, 115
"c:\aspirants-nextjs-auth\components\magicui\pulsating-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 5, 39
"c:\aspirants-nextjs-auth\components\magicui\rainbow-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 3, 7, 34
"c:\aspirants-nextjs-auth\components\magicui\retro-grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 4, 6, 33
"c:\aspirants-nextjs-auth\components\magicui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 5, 32
"c:\aspirants-nextjs-auth\components\magicui\shimmer-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 77, 0, 0, 8, 12, 97
"c:\aspirants-nextjs-auth\components\magicui\shiny-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 5, 53
"c:\aspirants-nextjs-auth\components\magicui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 9, 125
"c:\aspirants-nextjs-auth\components\magicui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 8, 31
"c:\aspirants-nextjs-auth\components\maxlength-selector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 5, 55
"c:\aspirants-nextjs-auth\components\new-ui\login-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 67, 0, 0, 2, 3, 72
"c:\aspirants-nextjs-auth\components\new-ui\sign-up-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 264, 0, 0, 17, 17, 298
"c:\aspirants-nextjs-auth\components\preset-share.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 2, 46
"c:\aspirants-nextjs-auth\components\shared\AnimatedModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 58, 0, 0, 3, 3, 64
"c:\aspirants-nextjs-auth\components\shared\AuroraBackground.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 3, 33
"c:\aspirants-nextjs-auth\components\shared\Button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 10, 72
"c:\aspirants-nextjs-auth\components\shared\Chat.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 248, 0, 0, 0, 29, 277
"c:\aspirants-nextjs-auth\components\shared\Container.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"c:\aspirants-nextjs-auth\components\shared\CustomQuestion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 467, 0, 0, 1, 26, 494
"c:\aspirants-nextjs-auth\components\shared\FAQ.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 4, 122
"c:\aspirants-nextjs-auth\components\shared\FeaturesSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 3, 110
"c:\aspirants-nextjs-auth\components\shared\FeedbackPopover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 188, 0, 0, 1, 16, 205
"c:\aspirants-nextjs-auth\components\shared\NoteApp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 456, 0, 0, 0, 27, 483
"c:\aspirants-nextjs-auth\components\shared\NotificationDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 5, 47
"c:\aspirants-nextjs-auth\components\shared\Question.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1016, 0, 0, 0, 40, 1056
"c:\aspirants-nextjs-auth\components\shared\RemindersApp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 3, 79
"c:\aspirants-nextjs-auth\components\shared\Stats.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 8, 128
"c:\aspirants-nextjs-auth\components\shared\StatusDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 6, 60
"c:\aspirants-nextjs-auth\components\shared\confirmation-modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 1, 5, 37
"c:\aspirants-nextjs-auth\components\shared\counting-numbers.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 5, 41
"c:\aspirants-nextjs-auth\components\shared\flash-cards.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 225, 0, 0, 2, 11, 238
"c:\aspirants-nextjs-auth\components\shared\icons\buymeacoffee.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 1, 70
"c:\aspirants-nextjs-auth\components\shared\icons\expanding-arrow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\aspirants-nextjs-auth\components\shared\icons\github.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\aspirants-nextjs-auth\components\shared\icons\google.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 1, 48
"c:\aspirants-nextjs-auth\components\shared\icons\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8
"c:\aspirants-nextjs-auth\components\shared\icons\loading-circle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 1, 21
"c:\aspirants-nextjs-auth\components\shared\icons\loading-dots.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 6, 41
